Sample_name,Species,Accession,Sp_ac.x,Rep.x,Fruit_num,Clr_cat,Phylo_pos,Ripeness,Include_in_analysis,Date_collected,Diameter_mm,Length_mm,Diam_lgth_ratio,Fresh_weight_grams,Seed_count,Tomato Pericarp Area Ratio_inside,Average Luminosity_outside,Average Hue_outside,Average Chroma_outside,Sample,Sp_ac.y,Rep.y,Glucose_rep_avg,Fructose_rep_avg,Sucrose_rep_avg,Total_sugars,Citric_avg,Malic_avg,Total_acids,Sp_ac_Rep,X1,species_name,species_code,clr_cat,lab_id,accession,tgrc_id,jake_farm_2019_grown,compatability,country,dept_province,pop_hamid,lat,lon,elevation_m,climatic_group,Temp,Temp_seasonality,Temp_warmest_q,Temp_coldest_q,Prec,Prec_seasonality,Prec_wettest_q,Prec_driest_q
SN-06-C-01,SN,06,SN-06,C,01,grn,7,ripe,include,2020-07-27,11.93,10.6,1.13,0.8225,58,0.375,71.9064,98.527,11.1272,SN-06-C-01,SN-06,C,3.2949,3.6474,4.9209499999999995,11.86325,2.9481,1.2106,4.1587,SN-06-C,34,S. neorickii,SN,grn,SN6,SN-06,LA2133,y,SC,Ecuador,Azuay,NA,-3.4,-79.18333,1980,HU,134,419,138,127,587,51,255,59
SN-06-C-02,SN,06,SN-06,C,02,grn,7,ripe,include,2020-07-27,13.03,11.38,1.14,1.0499,52,0.406,84.4794,104.1967,16.2631,SN-06-C-02,SN-06,C,5.19345,5.45405,25.8005,36.448,1.0555,0.3626,1.4181000000000001,SN-06-C,34,S. neorickii,SN,grn,SN6,SN-06,LA2133,y,SC,Ecuador,Azuay,NA,-3.4,-79.18333,1980,HU,134,419,138,127,587,51,255,59
SN-08-A-04,SN,08,SN-08,A,04,grn,7,ripe,include,2020-08-05,10.98,10.37,1.06,0.7133,53,0.2816,82.3299,105.3092,18.8916,SN-08-A-04,SN-08,A,5.1903500000000005,5.60985,39.1742,49.9744,1.3347,1.1257,2.4604,SN-08-A,35,S. neorickii,SN,grn,SN8,SN-08,LA2200,y,SC,Peru,Amazonas,NA,-6.26667,-77.73333,1900,HU,143,482,148,135,937,39,338,110
SN-08-A-05,SN,08,SN-08,A,05,grn,7,ripe,include,2020-08-05,14.9,13.84,1.08,1.6148,121,0.2931,87.8358,103.6957,19.9777,SN-08-A-05,SN-08,A,6.1633,6.5921,21.9999,34.7553,3.0932,1.0209,4.1141,SN-08-A,35,S. neorickii,SN,grn,SN8,SN-08,LA2200,y,SC,Peru,Amazonas,NA,-6.26667,-77.73333,1900,HU,143,482,148,135,937,39,338,110
SN-08-B-01,SN,08,SN-08,B,01,grn,7,ripe,include,2020-07-30,12.51,11.7,1.07,0.9866,84,0.3444,98.749,103.3981,19.2673,SN-08-B-01,SN-08,B,6.14775,6.44455,106.37725,118.96955,1.3969,1.8379,3.2348,SN-08-B,35,S. neorickii,SN,grn,SN8,SN-08,LA2200,y,SC,Peru,Amazonas,NA,-6.26667,-77.73333,1900,HU,143,482,148,135,937,39,338,110
SN-08-B-02,SN,08,SN-08,B,02,grn,7,ripe,include,2020-07-30,13.69,13.69,1,1.268,83,0.3902,93.1705,94.39,23.0737,SN-08-B-02,SN-08,B,6.8422,7.7635000000000005,22.66735,37.27305,2.2611,2.2632,4.5243,SN-08-B,35,S. neorickii,SN,grn,SN8,SN-08,LA2200,y,SC,Peru,Amazonas,NA,-6.26667,-77.73333,1900,HU,143,482,148,135,937,39,338,110
SN-08-C-02,SN,08,SN-08,C,02,grn,7,ripe,include,2020-07-14,11.11,10.85,1.02,0.7459,52,0.3297,95.4843,101.0572,16.6115,SN-08-C-02,SN-08,C,6.696,6.31415,74.5467,87.55685,1.1872,1.8084,2.9956,SN-08-C,35,S. neorickii,SN,grn,SN8,SN-08,LA2200,y,SC,Peru,Amazonas,NA,-6.26667,-77.73333,1900,HU,143,482,148,135,937,39,338,110
SN-08-C-05,SN,08,SN-08,C,05,grn,7,ripe,include,2020-08-28,11.53,10.64,1.08,0.7844,96,0.3625,101.4737,88.8546,12.3986,SN-08-C-05,SN-08,C,4.1448,5.1132,75.41329999999999,84.67129999999999,2.6359,0.9375,3.5734,SN-08-C,35,S. neorickii,SN,grn,SN8,SN-08,LA2200,y,SC,Peru,Amazonas,NA,-6.26667,-77.73333,1900,HU,143,482,148,135,937,39,338,110
SPE-16-A-03,SPE,16,SPE-16,A,03,grn,13,ripe,include,2020-09-08,12.92,10.01,1.29,0.9061,106,0.3599,91.1115,102.6038,13.3163,SPE-16-A-03,SPE-16,A,15.02225,18.4287,6.0448,39.49575,2.3279,3.9464,6.2743,SPE-16-A,36,S. pennellii,SPE,grn,SPE16,SPE-16,LA1809,NA,SI,Peru,Piura,NA,-5.11667,-81.15,10,NA,225,2444,258,197,25,141,24,0
SPE-16-A-05,SPE,16,SPE-16,A,05,grn,13,ripe,include,2020-09-15,13.73,10.17,1.35,0.9701,102,0.39,101.5209,94.0074,9.0187,SPE-16-A-05,SPE-16,A,19.407049999999998,17.4789,4.41375,41.299699999999994,2.6913,2.239,4.9303,SPE-16-A,36,S. pennellii,SPE,grn,SPE16,SPE-16,LA1809,NA,SI,Peru,Piura,NA,-5.11667,-81.15,10,NA,225,2444,258,197,25,141,24,0
SPE-16-B-03,SPE,16,SPE-16,B,03,grn,13,ripe,include,2020-08-30,12.23,9.94,1.23,0.7604,113,0.4219,106.7322,103.4084,19.2982,SPE-16-B-03,SPE-16,B,29.1786,40.4726,12.3157,81.96690000000001,1.0519,3.8813,4.9332,SPE-16-B,36,S. pennellii,SPE,grn,SPE16,SPE-16,LA1809,NA,SI,Peru,Piura,NA,-5.11667,-81.15,10,NA,225,2444,258,197,25,141,24,0
SPE-16-B-06,SPE,16,SPE-16,B,06,grn,13,ripe,include,2020-09-15,10.84,8.95,1.21,0.5536,117,0.266,89.262200000000007,103.9978,12.2445,SPE-16-B-06,SPE-16,B,10.9204,16.7374,2.7348,30.3926,6.9217,4.5074,11.4291,SPE-16-B,36,S. pennellii,SPE,grn,SPE16,SPE-16,LA1809,NA,SI,Peru,Piura,NA,-5.11667,-81.15,10,NA,225,2444,258,197,25,141,24,0
SPE-16-C-02,SPE,16,SPE-16,C,02,grn,13,unripe,include,2020-08-28,9.21,7.83,1.18,0.3442,45,0.4537,103.2636,90.2061,11.3889,SPE-16-C-02,SPE-16,C,11.2662,19.1884,5.9183,36.3729,8.177,5.3888,13.5658,SPE-16-C,36,S. pennellii,SPE,grn,SPE16,SPE-16,LA1809,NA,SI,Peru,Piura,NA,-5.11667,-81.15,10,NA,225,2444,258,197,25,141,24,0
SPE-16-C-05,SPE,16,SPE-16,C,05,grn,13,ripe,include,2020-09-08,8.99,7.58,1.19,0.3354,44,0.4547,83.4228,104.6193,13.3598,SPE-16-C-05,SPE-16,C,12.76425,25.187800000000003,7.8482,45.80025,6.7032,3.4225,10.1257,SPE-16-C,36,S. pennellii,SPE,grn,SPE16,SPE-16,LA1809,NA,SI,Peru,Piura,NA,-5.11667,-81.15,10,NA,225,2444,258,197,25,141,24,0
SPE-20-A-04,SPE,20,SPE-20,A,04,grn,13,ripe,include,2020-08-20,14.95,11.51,1.3,1.2785,54,0.404,93.7407,104.4279,15.7924,SPE-20-A-04,SPE-20,A,18.87195,20.461199999999998,68.09129999999999,107.42444999999998,3.7204,3.7773,7.4977,SPE-20-A,37,S. pennellii,SPE,grn,SPE20,SPE-20,LA2580,y,SI,Peru,Ancash,NA,-9.51667,-78.00833,650,AR,184,1613,206,165,53,91,36,3
SPE-20-A-05,SPE,20,SPE-20,A,05,grn,13,ripe,include,2020-09-01,12.75,10.43,1.22,0.8903,70,0.3615,83.2576,105.6697,15.2555,SPE-20-A-05,SPE-20,A,16.57495,13.577549999999999,3.02115,33.17365,8.7955,6.3131,15.108600000000001,SPE-20-A,37,S. pennellii,SPE,grn,SPE20,SPE-20,LA2580,y,SI,Peru,Ancash,NA,-9.51667,-78.00833,650,AR,184,1613,206,165,53,91,36,3
SPE-20-B-01,SPE,20,SPE-20,B,01,grn,13,ripe,include,2020-07-08,14.72,10.99,1.34,1.2575,214,0.1897,89.1961,100.0177,11.3075,SPE-20-B-01,SPE-20,B,4.08455,5.071400000000001,8.4753,17.63125,10.0438,8.3712,18.415,SPE-20-B,37,S. pennellii,SPE,grn,SPE20,SPE-20,LA2580,y,SI,Peru,Ancash,NA,-9.51667,-78.00833,650,AR,184,1613,206,165,53,91,36,3
SPE-20-B-05,SPE,20,SPE-20,B,05,grn,13,ripe,include,2020-08-05,21.82,17.34,1.26,4.0885,255,0.2715,105.8323,106.9282,15.7051,SPE-20-B-05,SPE-20,B,6.57205,10.0161,37.301950000000005,53.890100000000004,4.0393,3.6952,7.7345,SPE-20-B,37,S. pennellii,SPE,grn,SPE20,SPE-20,LA2580,y,SI,Peru,Ancash,NA,-9.51667,-78.00833,650,AR,184,1613,206,165,53,91,36,3
SPE-20-C-04,SPE,20,SPE-20,C,04,grn,13,ripe,include,2020-07-23,16.86,13.61,1.24,1.8708,221,0.4028,90.7315,103.351,16.3193,SPE-20-C-04,SPE-20,C,12.846499999999999,36.856849999999994,3.0153499999999998,52.71869999999999,0.7729,3.5998,4.3727,SPE-20-C,37,S. pennellii,SPE,grn,SPE20,SPE-20,LA2580,y,SI,Peru,Ancash,NA,-9.51667,-78.00833,650,AR,184,1613,206,165,53,91,36,3
SPE-20-C-06,SPE,20,SPE-20,C,06,grn,13,ripe,include,2020-07-27,17.75,13.69,1.3,2.2249,230,0.4025,86.6662,107.6034,15.7669,SPE-20-C-06,SPE-20,C,10.013349999999999,30.62455,6.06645,46.704350000000005,0.786,4.0308,4.816800000000001,SPE-20-C,37,S. pennellii,SPE,grn,SPE20,SPE-20,LA2580,y,SI,Peru,Ancash,NA,-9.51667,-78.00833,650,AR,184,1613,206,165,53,91,36,3
SPE-21-A-04,SPE,21,SPE-21,A,04,grn,13,ripe,include,2020-07-22,16.77,12.59,1.33,1.7505,112,0.2758,72.3382,98.6666,15.0897,SPE-21-A-04,SPE-21,A,4.14565,7.0647,60.719350000000006,71.92970000000001,0.4976,3.986,4.4836,SPE-21-A,38,S. pennellii,SPE,grn,SPE21,SPE-21,LA2963,y,SC,Peru,Arequipa,NA,-16.025,-72.49028,1250,AR,201,1361,218,182,20,69,11,2
SPE-21-A-05,SPE,21,SPE-21,A,05,grn,13,ripe,include,2020-07-22,16.4,12.39,1.32,1.7253,118,0.2419,69.59,95.4857,13.9362,SPE-21-A-05,SPE-21,A,4.21185,6.077299999999999,98.6339,108.92304999999999,0.4427,4.6661,5.1088000000000005,SPE-21-A,38,S. pennellii,SPE,grn,SPE21,SPE-21,LA2963,y,SC,Peru,Arequipa,NA,-16.025,-72.49028,1250,AR,201,1361,218,182,20,69,11,2
SPE-21-B-01,SPE,21,SPE-21,B,01,grn,13,ripe,include,2020-07-08,19.71,13.26,1.49,2.9805,118,0.3393,89.8443,102.5741,16.225,SPE-21-B-01,SPE-21,B,3.0153999999999996,5.8276,37.851,46.694,0.6865,2.6409,3.3274,SPE-21-B,38,S. pennellii,SPE,grn,SPE21,SPE-21,LA2963,y,SC,Peru,Arequipa,NA,-16.025,-72.49028,1250,AR,201,1361,218,182,20,69,11,2
SPE-21-B-06,SPE,21,SPE-21,B,06,grn,13,ripe,include,2020-08-06,20.52,13.98,1.47,2.8801,128,0.3546,95.1053,97.7192,12.7905,SPE-21-B-06,SPE-21,B,6.777200000000001,9.8372,30.04835,46.66275,0.5916,1.9544,2.546,SPE-21-B,38,S. pennellii,SPE,grn,SPE21,SPE-21,LA2963,y,SC,Peru,Arequipa,NA,-16.025,-72.49028,1250,AR,201,1361,218,182,20,69,11,2
SPE-21-C-01,SPE,21,SPE-21,C,01,grn,13,ripe,include,2020-06-23,21.58,14.85,1.45,3.1987,212,0.2885,91.7605,102.17,14.0734,SPE-21-C-01,SPE-21,C,7.4128,8.61335,23.90015,39.9263,5.6313,5.7308,11.362100000000002,SPE-21-C,38,S. pennellii,SPE,grn,SPE21,SPE-21,LA2963,y,SC,Peru,Arequipa,NA,-16.025,-72.49028,1250,AR,201,1361,218,182,20,69,11,2
SPE-21-C-06,SPE,21,SPE-21,C,06,grn,13,ripe,include,2020-07-27,15.03,10.92,1.38,1.3027,147,0.242,87.7756,97.9693,18.2754,SPE-21-C-06,SPE-21,C,7.2715,9.170950000000001,81.86585,98.3083,0.721,3.3979,4.1189,SPE-21-C,38,S. pennellii,SPE,grn,SPE21,SPE-21,LA2963,y,SC,Peru,Arequipa,NA,-16.025,-72.49028,1250,AR,201,1361,218,182,20,69,11,2
SPM-01-A-03,SPM,01,SPM-01,A,03,roy,2,ripe,include,2020-06-09,12.87,11.48,1.12,1.0306,26,0.4221,74.7951,31.8197,37.757,SPM-01-A-03,SPM-01,A,21.6328,26.26415,4.352650000000001,52.2496,4.2626,0.2599,4.5225,SPM-01-A,44,S. pimpinellifolium,SPM,roy,SPM1,SPM-01,LA0373,y,SC,Peru,Ancash,NA,-9.93694,-78.21833,60,SA,194,1989,221,171,9,72,5,0
SPM-01-A-07,SPM,01,SPM-01,A,07,roy,2,ripe,include,2020-07-22,13.21,13.27,1,1.3198,24,0.4207,75.0119,29.0342,31.6943,SPM-01-A-07,SPM-01,A,38.635149999999996,28.6004,4.2747,71.510249999999985,3.1455,0.2781,3.4236000000000004,SPM-01-A,44,S. pimpinellifolium,SPM,roy,SPM1,SPM-01,LA0373,y,SC,Peru,Ancash,NA,-9.93694,-78.21833,60,SA,194,1989,221,171,9,72,5,0
SPM-01-B-03,SPM,01,SPM-01,B,03,roy,2,ripe,include,2020-06-23,11.14,10.51,1.06,0.7587,21,0.4245,70.2859,30.489,32.051,SPM-01-B-03,SPM-01,B,35.639250000000004,36.2134,10.7809,82.63355000000001,5.4762,0.3416,5.8178,SPM-01-B,44,S. pimpinellifolium,SPM,roy,SPM1,SPM-01,LA0373,y,SC,Peru,Ancash,NA,-9.93694,-78.21833,60,SA,194,1989,221,171,9,72,5,0
SPM-01-B-04,SPM,01,SPM-01,B,04,roy,2,ripe,include,2020-07-14,14.08,13.7,1.03,1.5504,32,0.3725,71.1322,30.8839,34.294,SPM-01-B-04,SPM-01,B,29.9125,32.60865,5.184950000000001,67.70609999999999,5.9879,1.2518,7.2397,SPM-01-B,44,S. pimpinellifolium,SPM,roy,SPM1,SPM-01,LA0373,y,SC,Peru,Ancash,NA,-9.93694,-78.21833,60,SA,194,1989,221,171,9,72,5,0
SPM-01-C-02,SPM,01,SPM-01,C,02,roy,2,ripe,include,2020-06-19,11.24,10.21,1.1,0.7203,26,0.4505,72.6988,30.9906,33.8614,SPM-01-C-02,SPM-01,C,34.2987,39.1232,5.71565,79.13754999999999,3.9901,0.2281,4.2182,SPM-01-C,44,S. pimpinellifolium,SPM,roy,SPM1,SPM-01,LA0373,y,SC,Peru,Ancash,NA,-9.93694,-78.21833,60,SA,194,1989,221,171,9,72,5,0
SPM-01-C-04,SPM,01,SPM-01,C,04,roy,2,ripe,include,2020-07-07,13.25,11.62,1.14,1.0924,24,0.3281,71.5846,30.5236,33.3406,SPM-01-C-04,SPM-01,C,38.51405,39.8168,5.5312,83.86205,9.0794,0.7008,9.780199999999999,SPM-01-C,44,S. pimpinellifolium,SPM,roy,SPM1,SPM-01,LA0373,y,SC,Peru,Ancash,NA,-9.93694,-78.21833,60,SA,194,1989,221,171,9,72,5,0
SPM-B5-A-03,SPM,B5,SPM-B5,A,03,roy,2,ripe,include,2020-08-11,13.42,13.42,1,1.3781,24,0.3729,76.4816,29.755,35.1412,SPM-B5-A-03,SPM-B5,A,33.0163,33.146,8.58805,74.75035,5.5811,0.4057,5.986800000000001,SPM-B5-A,42,S. pimpinellifolium,SPM,roy,SPM-B5,SPM-B5,BGV006353,y,SC,Peru,Lambayeque,SP PER,-5.589166667,-79.97027778,270,SA,239,1623,260,219,155,191,134,0
SPM-B5-A-05,SPM,B5,SPM-B5,A,05,roy,2,ripe,include,2020-09-01,13.39,13.83,0.97,1.4705,29,0.4206,71.5828,26.9571,31.1753,SPM-B5-A-05,SPM-B5,A,61.0646,14.96285,29.655900000000003,105.68335,5.2756,0.5195,5.7951,SPM-B5-A,42,S. pimpinellifolium,SPM,roy,SPM-B5,SPM-B5,BGV006353,y,SC,Peru,Lambayeque,SP PER,-5.589166667,-79.97027778,270,SA,239,1623,260,219,155,191,134,0
SPM-B5-B-04,SPM,B5,SPM-B5,B,04,roy,2,ripe,include,2020-08-20,13.18,13.03,1.01,1.3564,25,0.3589,74.9025,29.4546,34.2764,SPM-B5-B-04,SPM-B5,B,47.17395,33.415800000000004,13.8234,94.41315,6.3934,0.436,6.8294,SPM-B5-B,42,S. pimpinellifolium,SPM,roy,SPM-B5,SPM-B5,BGV006353,y,SC,Peru,Lambayeque,SP PER,-5.589166667,-79.97027778,270,SA,239,1623,260,219,155,191,134,0
SPM-B5-B-05,SPM,B5,SPM-B5,B,05,roy,2,ripe,include,2020-08-20,13.48,13.59,0.99,1.4566,29,0.4047,76.0917,30.2129,34.7945,SPM-B5-B-05,SPM-B5,B,40.2342,36.86645,8.0372,85.13785,7.0376,0.4793,7.516900000000001,SPM-B5-B,42,S. pimpinellifolium,SPM,roy,SPM-B5,SPM-B5,BGV006353,y,SC,Peru,Lambayeque,SP PER,-5.589166667,-79.97027778,270,SA,239,1623,260,219,155,191,134,0
SPM-B5-C-03,SPM,B5,SPM-B5,C,03,roy,2,ripe,include,2020-08-20,13.21,13.27,1,1.3382,31,0.3591,76.1772,28.8928,34.9769,SPM-B5-C-03,SPM-B5,C,32.38945,31.74955,19.19235,83.33135,5.3393,0.4663,5.8056,SPM-B5-C,42,S. pimpinellifolium,SPM,roy,SPM-B5,SPM-B5,BGV006353,y,SC,Peru,Lambayeque,SP PER,-5.589166667,-79.97027778,270,SA,239,1623,260,219,155,191,134,0
SPM-B5-C-05,SPM,B5,SPM-B5,C,05,roy,2,ripe,include,2020-08-28,13.34,13,1.03,1.3026,27,0.343,74.3892,27.8596,33.1624,SPM-B5-C-05,SPM-B5,C,26.6995,28.13925,6.1053500000000005,60.944100000000006,4.1893,0.1963,4.3856,SPM-B5-C,42,S. pimpinellifolium,SPM,roy,SPM-B5,SPM-B5,BGV006353,y,SC,Peru,Lambayeque,SP PER,-5.589166667,-79.97027778,270,SA,239,1623,260,219,155,191,134,0
SPM-B6-A-04,SPM,B6,SPM-B6,A,04,roy,2,ripe,include,2020-08-05,18.54,14.55,1.27,2.6315,87,0.2391,76.9008,29.5777,37.0082,SPM-B6-A-04,SPM-B6,A,27.448949999999996,30.0587,8.82285,66.3305,5.4121,0.7971,6.2092,SPM-B6-A,43,S. pimpinellifolium,SPM,roy,SPM-B6,SPM-B6,BGV007161,y,SC,Ecuador,Manabi,SP NECU,0.005277778,-79.88333333,151,SA,245,671,254,238,1387,90,807,59
SPM-B6-A-05,SPM,B6,SPM-B6,A,05,roy,2,ripe,include,2020-08-05,17.87,14.67,1.22,2.5596,90,0.2738,79.0535,31.4983,37.7144,SPM-B6-A-05,SPM-B6,A,21.617649999999998,22.4165,3.7989,47.83305,9.2514,0.695,9.9464,SPM-B6-A,43,S. pimpinellifolium,SPM,roy,SPM-B6,SPM-B6,BGV007161,y,SC,Ecuador,Manabi,SP NECU,0.005277778,-79.88333333,151,SA,245,671,254,238,1387,90,807,59
SPM-B6-B-02,SPM,B6,SPM-B6,B,02,roy,2,ripe,include,2020-07-20,17.49,13.75,1.27,2.1302,49,0.2909,79.7659,30.657,38.8903,SPM-B6-B-02,SPM-B6,B,6.9693000000000005,9.46865,2.8392999999999997,19.277250000000002,6.3545,0.4052,6.7597,SPM-B6-B,43,S. pimpinellifolium,SPM,roy,SPM-B6,SPM-B6,BGV007161,y,SC,Ecuador,Manabi,SP NECU,0.005277778,-79.88333333,151,SA,245,671,254,238,1387,90,807,59
SPM-B6-B-03,SPM,B6,SPM-B6,B,03,roy,2,ripe,include,2020-08-06,18.87,15.96,1.18,3.0579,75,0.3066,78.2497,29.8445,37.1259,SPM-B6-B-03,SPM-B6,B,22.0529,22.457349999999998,0.7586,45.26885,8.7236,0.5334,9.257,SPM-B6-B,43,S. pimpinellifolium,SPM,roy,SPM-B6,SPM-B6,BGV007161,y,SC,Ecuador,Manabi,SP NECU,0.005277778,-79.88333333,151,SA,245,671,254,238,1387,90,807,59
SPM-B6-C-03,SPM,B6,SPM-B6,C,03,roy,2,ripe,include,2020-07-20,11.83,8.65,1.37,0.6229,5,0.3628,69.7748,28.9164,32.7054,SPM-B6-C-03,SPM-B6,C,17.128700000000002,20.9878,13.265,51.3815,6.3609,0.3726,6.7335,SPM-B6-C,43,S. pimpinellifolium,SPM,roy,SPM-B6,SPM-B6,BGV007161,y,SC,Ecuador,Manabi,SP NECU,0.005277778,-79.88333333,151,SA,245,671,254,238,1387,90,807,59
SPM-B6-C-05,SPM,B6,SPM-B6,C,05,roy,2,ripe,include,2020-08-28,18.35,14.96,1.23,2.7798,73,0.3392,76.4997,27.631,33.4492,SPM-B6-C-05,SPM-B6,C,18.859250000000003,22.8,0.7700499999999999,42.4293,4.4772,0.775,5.2522,SPM-B6-C,43,S. pimpinellifolium,SPM,roy,SPM-B6,SPM-B6,BGV007161,y,SC,Ecuador,Manabi,SP NECU,0.005277778,-79.88333333,151,SA,245,671,254,238,1387,90,807,59
SPV-02-A-09,SPV,02,SPV-02,A,09,grn,9,ripe,include,2020-08-13,24.04,19.02,1.26,5.6392,127,0.3674,111.1746,93.9019,10.9454,SPV-02-A-09,SPV-02,A,2.0903,4.14315,19.80575,26.0392,0.8551,3.2872,4.1423,SPV-02-A,39,S. peruvianum,SPV,grn,SPV2,SPV-02,LA1474,y,SI,Peru,Arequipa,NA,-16.36667,-73.01667,1300,AR,182,1615,203,161,2,37,2,0
SPV-02-A-10,SPV,02,SPV-02,A,10,grn,9,ripe,include,2020-09-05,12.66,10.72,1.18,1.0249,16,0.3439,79.5161,70.324700000000007,11.7689,SPV-02-A-10,SPV-02,A,4.7383500000000005,10.56625,22.74055,38.04515,1.6551,1.3606,3.0157,SPV-02-A,39,S. peruvianum,SPV,grn,SPV2,SPV-02,LA1474,y,SI,Peru,Arequipa,NA,-16.36667,-73.01667,1300,AR,182,1615,203,161,2,37,2,0
SPV-02-C-01,SPV,02,SPV-02,C,01,grn,9,ripe,include,2020-07-20,19.99,20.24,0.99,4.1709,127,0.3544,86.2963,90.8119,15.5188,SPV-02-C-01,SPV-02,C,3.8923,7.125249999999999,78.15790000000001,89.17545000000001,1.6479,3.5689,5.2168,SPV-02-C,39,S. peruvianum,SPV,grn,SPV2,SPV-02,LA1474,y,SI,Peru,Arequipa,NA,-16.36667,-73.01667,1300,AR,182,1615,203,161,2,37,2,0
SPV-02-C-05,SPV,02,SPV-02,C,05,grn,9,ripe,include,2020-07-27,19.9,17.88,1.11,3.7438,86,0.3387,94.8341,83.9047,13.7867,SPV-02-C-05,SPV-02,C,2.6544,3.9127,94.49965,101.06675,2.384,5.2713,7.6553,SPV-02-C,39,S. peruvianum,SPV,grn,SPV2,SPV-02,LA1474,y,SI,Peru,Arequipa,NA,-16.36667,-73.01667,1300,AR,182,1615,203,161,2,37,2,0
SPV-04-A-01,SPV,04,SPV-04,A,01,grn,9,ripe,include,2020-07-22,11.12,9.92,1.12,0.6624,39,0.3472,88.3854,96.3145,12.4941,SPV-04-A-01,SPV-04,A,2.9801,4.0606,24.47325,31.51395,3.9746,1.871,5.8456,SPV-04-A,40,S. peruvianum,SPV,grn,SPV4,SPV-04,LA0441,y,SI,Peru,La Libertad,NA,-7.991389,-79.103611,350,AR,190,1871,217,170,28,113,23,0
SPV-04-A-04,SPV,04,SPV-04,A,04,grn,9,ripe,include,2020-09-01,10.05,9.32,1.08,0.5196,27,0.4267,85.7363,98.8212,13.7851,SPV-04-A-04,SPV-04,A,1.7001499999999998,1.64325,14.0001,17.3435,3.4191,1.5861,5.0052,SPV-04-A,40,S. peruvianum,SPV,grn,SPV4,SPV-04,LA0441,y,SI,Peru,La Libertad,NA,-7.991389,-79.103611,350,AR,190,1871,217,170,28,113,23,0
SPV-04-B-07,SPV,04,SPV-04,B,07,grn,9,ripe,include,2020-09-01,13.32,12.95,1.03,1.3007,48,0.3736,85.3159,105.1171,14.6143,SPV-04-B-07,SPV-04,B,6.4319500000000005,8.46495,54.01605,68.91295,4.7095,2.1142,6.8237000000000005,SPV-04-B,40,S. peruvianum,SPV,grn,SPV4,SPV-04,LA0441,y,SI,Peru,La Libertad,NA,-7.991389,-79.103611,350,AR,190,1871,217,170,28,113,23,0
SPV-04-B-08,SPV,04,SPV-04,B,08,grn,9,ripe,include,2020-09-01,15.07,14.33,1.05,1.7975,53,0.404,83.8779,102.674,18.2341,SPV-04-B-08,SPV-04,B,8.85585,9.0146,149.9408,167.81125,1.9845,1.6524,3.6369,SPV-04-B,40,S. peruvianum,SPV,grn,SPV4,SPV-04,LA0441,y,SI,Peru,La Libertad,NA,-7.991389,-79.103611,350,AR,190,1871,217,170,28,113,23,0
SPV-04-C-02,SPV,04,SPV-04,C,02,grn,9,ripe,include,2020-08-28,11.97,11.28,1.06,0.8779,46,0.4231,88.047,103.2808,15.2868,SPV-04-C-02,SPV-04,C,6.851,12.765699999999999,62.4688,82.0855,1.6617,1.1284,2.7901,SPV-04-C,40,S. peruvianum,SPV,grn,SPV4,SPV-04,LA0441,y,SI,Peru,La Libertad,NA,-7.991389,-79.103611,350,AR,190,1871,217,170,28,113,23,0
SPV-04-C-04,SPV,04,SPV-04,C,04,grn,9,ripe,include,2020-08-28,13.39,12.42,1.08,1.2307,56,0.391,81.9802,101.211,16.4053,SPV-04-C-04,SPV-04,C,5.86655,9.879999999999999,44.86135,60.6079,4.7164,2.3434,7.0598,SPV-04-C,40,S. peruvianum,SPV,grn,SPV4,SPV-04,LA0441,y,SI,Peru,La Libertad,NA,-7.991389,-79.103611,350,AR,190,1871,217,170,28,113,23,0
SPV-09-A-02,SPV,09,SPV-09,A,02,grn,9,ripe,include,2020-08-26,16.21,14.01,1.16,2.0095,30,0.4332,100.539,57.6386,9.8476,SPV-09-A-02,SPV-09,A,0.1376,7.56125,69.36825,77.06710000000001,4.1288,1.6647,5.7935,SPV-09-A,41,S. peruvianum,SPV,grn,SPV9,SPV-09,LA0111,y,SI,Peru,Lima,NA,-10.8,-77.73333,50,AR,190,2119,220,166,8,47,3,1
SPV-09-A-03,SPV,09,SPV-09,A,03,grn,9,ripe,include,2020-08-30,20.11,16.78,1.2,3.5647,76,0.4014,103.1593,10.1637,9.5479,SPV-09-A-03,SPV-09,A,0.43674999999999997,7.2715499999999995,67.10555,74.81384999999999,5.1691,1.7574,6.926500000000001,SPV-09-A,41,S. peruvianum,SPV,grn,SPV9,SPV-09,LA0111,y,SI,Peru,Lima,NA,-10.8,-77.73333,50,AR,190,2119,220,166,8,47,3,1
SPV-09-B-03,SPV,09,SPV-09,B,03,grn,9,ripe,include,2020-08-20,19.69,16.58,1.19,3.4398,106,0.4454,103.0681,77.7883,13.4641,SPV-09-B-03,SPV-09,B,3.11515,30.84375,53.681650000000005,87.64055,2.2515,1.5555,3.8070000000000004,SPV-09-B,41,S. peruvianum,SPV,grn,SPV9,SPV-09,LA0111,y,SI,Peru,Lima,NA,-10.8,-77.73333,50,AR,190,2119,220,166,8,47,3,1
SPV-09-B-05,SPV,09,SPV-09,B,05,grn,9,unripe,include,2020-09-01,14.91,11.73,1.27,1.2958,44,0.3725,94.5918,86.9934,12.7751,SPV-09-B-05,SPV-09,B,2.676,26.03335,84.73625,113.4456,4.2237,0.7833,5.007,SPV-09-B,41,S. peruvianum,SPV,grn,SPV9,SPV-09,LA0111,y,SI,Peru,Lima,NA,-10.8,-77.73333,50,AR,190,2119,220,166,8,47,3,1
