Sample_name,Species,Accession,Sp_ac.x,Rep.x,Fruit_num,Clr_cat,Phylo_pos,Ripeness,Include_in_analysis,Date_collected,Diameter_mm,Length_mm,Diam_lgth_ratio,Fresh_weight_grams,Seed_count,Tomato Pericarp Area Ratio_inside,Average Luminosity_outside,Average Hue_outside,Average Chroma_outside,Sample,Sp_ac.y,Rep.y,Glucose_rep_avg,Fructose_rep_avg,Sucrose_rep_avg,Total_sugars,Citric_avg,Malic_avg,Total_acids,Sp_ac_Rep,X1,species_name,species_code,clr_cat,lab_id,accession,tgrc_id,jake_farm_2019_grown,compatability,country,dept_province,pop_hamid,lat,lon,elevation_m,climatic_group,Temp,Temp_seasonality,Temp_warmest_q,Temp_coldest_q,Prec,Prec_seasonality,Prec_wettest_q,Prec_driest_q
SHY-01-C-04,SHY,01,SHY-01,C,04,grn,8,ripe,include,2020-09-15,12.99,12.47,1.04,1.1234,31,0.3586,87.2375,84.888,13.2463,SHY-01-C-04,SHY-01,C,2.8977500000000003,15.4004,23.9812,42.27935,2.0444,1.4135,3.4579,SHY-01-C,22,S. huaylasense,SHY,grn,SHY1,SHY-01,LA1358,NA,SI,Peru,Ancash,NA,-9.533333,-77.966667,750,NA,181,1526,201,163,67,101,47,3
SHY-02-A-03,SHY,02,SHY-02,A,03,grn,8,ripe,include,2020-08-20,13.02,11.31,1.15,1.0866,53,0.4065,88.8919,94.4684,13.1261,SHY-02-A-03,SHY-02,A,2.14875,7.75765,42.03789999999999,51.94429999999999,1.1451,5.3702,6.5153,SHY-02-A,23,S. huaylasense,SHY,grn,SHY2,SHY-02,LA2809,NA,SI,Peru,Ancash,NA,-8.866667,-77.9,2716,NA,139,739,147,128,325,80,182,7
SHY-02-A-06,SHY,02,SHY-02,A,06,grn,8,ripe,include,2020-09-01,11.92,10.19,1.17,0.7962,35,0.3467,78.9636,86.4423,11.2256,SHY-02-A-06,SHY-02,A,2.1305,7.2808,41.3267,50.738,2.3035,5.9925,8.296,SHY-02-A,23,S. huaylasense,SHY,grn,SHY2,SHY-02,LA2809,NA,SI,Peru,Ancash,NA,-8.866667,-77.9,2716,NA,139,739,147,128,325,80,182,7
SHY-02-B-04,SHY,02,SHY-02,B,04,grn,8,ripe,include,2020-08-13,17.69,15.13,1.17,2.4691,135,0.3703,83.1341,91.9808,17.3988,SHY-02-B-04,SHY-02,B,5.54615,29.14845,104.8198,139.5144,0.7036,2.7119,3.4154999999999998,SHY-02-B,23,S. huaylasense,SHY,grn,SHY2,SHY-02,LA2809,NA,SI,Peru,Ancash,NA,-8.866667,-77.9,2716,NA,139,739,147,128,325,80,182,7
SHY-02-B-05,SHY,02,SHY-02,B,05,grn,8,ripe,include,2020-08-20,16.35,13.81,1.18,1.9437,85,0.3882,87.8556,95.2836,18.033,SHY-02-B-05,SHY-02,B,3.45305,27.581049999999998,68.7795,99.8136,2.3563,3.3802,5.7364999999999995,SHY-02-B,23,S. huaylasense,SHY,grn,SHY2,SHY-02,LA2809,NA,SI,Peru,Ancash,NA,-8.866667,-77.9,2716,NA,139,739,147,128,325,80,182,7
SHY-02-C-01,SHY,02,SHY-02,C,01,grn,8,ripe,include,2020-09-15,15.09,14.37,1.05,1.6775,48,0.3419,110.5698,89.8566,10.67,SHY-02-C-01,SHY-02,C,0.1992,3.19885,15.652249999999999,19.0503,2.6331,1.1126,3.7457000000000003,SHY-02-C,23,S. huaylasense,SHY,grn,SHY2,SHY-02,LA2809,NA,SI,Peru,Ancash,NA,-8.866667,-77.9,2716,NA,139,739,147,128,325,80,182,7
SHY-02-C-02,SHY,02,SHY-02,C,02,grn,8,unripe,include,2020-09-15,12.73,12.51,1.02,1.0778,48,0.4068,103.4014,95.2028,13.1983,SHY-02-C-02,SHY-02,C,0.2536,2.585,29.45245,32.29105,2.7252,1.433,4.1582,SHY-02-C,23,S. huaylasense,SHY,grn,SHY2,SHY-02,LA2809,NA,SI,Peru,Ancash,NA,-8.866667,-77.9,2716,NA,139,739,147,128,325,80,182,7
SHY-03-A-01,SHY,03,SHY-03,A,01,grn,8,unripe,include,2020-07-22,19.43,14.65,1.33,2.8316,173,0.3549,89.1349,93.7186,13.0847,SHY-03-A-01,SHY-03,A,8.9718,18.220399999999998,9.5373,36.7295,5.1462,2.9245,8.0707,SHY-03-A,24,S. huaylasense,SHY,grn,SHY3,SHY-03,LA1365,NA,SI,Peru,Ancash,NA,-10.15,-77.416667,2450,NA,133,746,140,121,335,136,264,1
SHY-03-A-05,SHY,03,SHY-03,A,05,grn,8,ripe,include,2020-09-05,17.61,13.55,1.3,2.2719,132,0.4459,87.6873,91.4489,13.1585,SHY-03-A-05,SHY-03,A,6.1844,31.784950000000002,12.6064,50.575750000000006,3.352,0.8773,4.2293,SHY-03-A,24,S. huaylasense,SHY,grn,SHY3,SHY-03,LA1365,NA,SI,Peru,Ancash,NA,-10.15,-77.416667,2450,NA,133,746,140,121,335,136,264,1
SHY-03-B-02,SHY,03,SHY-03,B,02,grn,8,ripe,include,2020-07-30,19.22,16.06,1.2,3.0986,150,0.3698,86.2077,92.4402,16.5568,SHY-03-B-02,SHY-03,B,8.379000000000001,38.031099999999995,26.70305,73.11315,6.0596,3.3216,9.3812,SHY-03-B,24,S. huaylasense,SHY,grn,SHY3,SHY-03,LA1365,NA,SI,Peru,Ancash,NA,-10.15,-77.416667,2450,NA,133,746,140,121,335,136,264,1
SHY-03-C-01,SHY,03,SHY-03,C,01,grn,8,ripe,include,2020-07-30,18.58,15.06,1.23,2.5498,167,0.2897,86.2163,77.4174,16.9961,SHY-03-C-01,SHY-03,C,2.8611500000000003,7.72545,96.90105,107.48765,1.5554,0.3186,1.8739999999999999,SHY-03-C,24,S. huaylasense,SHY,grn,SHY3,SHY-03,LA1365,NA,SI,Peru,Ancash,NA,-10.15,-77.416667,2450,NA,133,746,140,121,335,136,264,1
SHY-03-C-02,SHY,03,SHY-03,C,02,grn,8,ripe,include,2020-07-30,19.42,14.43,1.35,2.6958,153,0.3864,85.6229,86.4519,14.5699,SHY-03-C-02,SHY-03,C,4.026949999999999,12.7686,124.435,141.23055,1.2014,0.3392,1.5406,SHY-03-C,24,S. huaylasense,SHY,grn,SHY3,SHY-03,LA1365,NA,SI,Peru,Ancash,NA,-10.15,-77.416667,2450,NA,133,746,140,121,335,136,264,1
SL-AC-A-03,SL,AC,SL-AC,A,03,roy,1,ripe,include,2020-08-14,45.42,39.99,1.14,45.2532,58,0.3804,86.2887,54.8296,31.3206,SL-AC-A-03,SL-AC,A,15.69985,16.8286,0.4667,32.99515,2.8541,0.2725,3.1266,SL-AC-A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-AC-A-05,SL,AC,SL-AC,A,05,roy,1,ripe,include,2020-09-13,42.47,39.27,1.08,39.8299,107,0.3961,78.5927,43.5718,31.6755,SL-AC-A-05,SL-AC,A,15.53055,18.477200000000003,1.6553499999999999,35.6631,2.8417,0.2356,3.0772999999999997,SL-AC-A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-AC-B-04,SL,AC,SL-AC,B,04,roy,1,ripe,include,2020-08-14,52.02,43.98,1.18,68.44,212,0.4107,87.7729,46.1356,33.5954,SL-AC-B-04,SL-AC,B,19.15485,20.619950000000003,0.0414,39.8162,5.176,0.5643,5.7403,SL-AC-B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-AC-B-05,SL,AC,SL-AC,B,05,roy,1,ripe,include,2020-09-13,42.35,39.08,1.08,40.3245,117,0.3488,83.5047,42.4903,36.2809,SL-AC-B-05,SL-AC,B,18.898899999999998,18.529899999999998,0.5956,38.02439999999999,4.3471,0.5769,4.924,SL-AC-B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-AC-C-04,SL,AC,SL-AC,C,04,roy,1,ripe,include,2020-08-14,49.45,41.96,1.18,57.9224,115,0.3799,83.6847,37.3146,33.0314,SL-AC-C-04,SL-AC,C,21.973950000000002,21.7063,3.05415,46.7344,3.0971,0.5166,3.6137,SL-AC-C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-AC-C-05,SL,AC,SL-AC,C,05,roy,1,ripe,include,2020-09-13,42.86,40.23,1.07,42.6701,93,0.4114,78.9124,35.7109,32.4605,SL-AC-C-05,SL-AC,C,27.92935,25.24845,2.99165,56.16945,2.9952,0.4914,3.4866,SL-AC-C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-GD-A-02,SL,GD,SL-GD,A,02,roy,1,ripe,include,2020-07-14,28.63,26.58,1.08,12.1541,48,0.3983,80.9156,58.5444,36.9721,SL-GD-A-02,SL-GD,A,32.05955,33.544799999999995,14.4422,80.04655,4.5038,0.4974,5.0012,SL-GD-A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-GD-A-03,SL,GD,SL-GD,A,03,roy,1,ripe,include,2020-07-14,28.75,26.64,1.08,12.4229,55,0.4288,81.2931,57.2703,37.9241,SL-GD-A-03,SL-GD,A,26.80895,25.520249999999997,0.7508,53.08,4.4859,0.4083,4.8942,SL-GD-A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-GD-B-03,SL,GD,SL-GD,B,03,roy,1,ripe,include,2020-07-08,30.21,27.46,1.1,13.5771,51,0.3824,79.8238,43.0052,34.1133,SL-GD-B-03,SL-GD,B,27.54825,26.4471,1.27285,55.2682,3.4717,0.1326,3.6043,SL-GD-B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-GD-B-05,SL,GD,SL-GD,B,05,roy,1,ripe,include,2020-08-14,30.58,29.24,1.05,15.4236,47,0.4132,85.4561,44.912,34.8027,SL-GD-B-05,SL-GD,B,44.01545,24.84655,13.522599999999999,82.38459999999999,3.5235,0.3331,3.8566,SL-GD-B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-GD-C-01,SL,GD,SL-GD,C,01,roy,1,ripe,include,2020-06-16,24,21.83,1.1,7.2237,18,0.4438,83.0859,52.8184,38.317,SL-GD-C-01,SL-GD,C,37.1301,37.65845,10.10885,84.8974,5.2415,0.3709,5.6124,SL-GD-C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-GD-C-05,SL,GD,SL-GD,C,05,roy,1,ripe,include,2020-08-14,29.81,27.26,1.09,13.5637,46,0.4427,84.0492,50.2296,32.1988,SL-GD-C-05,SL-GD,C,29.63895,29.009749999999997,0.72235,59.37105,4.2654,0.3093,4.5747,SL-GD-C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-SK-A-01,SL,SK,SL-SK,A,01,roy,1,ripe,include,2020-06-23,34.32,30.31,1.13,20.2825,110,0.4128,74.6428,36.1387,28.0883,SL-SK-A-01,SL-SK,A,31.13765,32.32255,26.9384,90.3986,4.5207,0.3315,4.8522,SL-SK-A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-SK-A-04,SL,SK,SL-SK,A,04,roy,1,ripe,include,2020-08-14,37.38,35.62,1.05,28.5851,118,0.3815,79.2535,30.8344,29.9466,SL-SK-A-04,SL-SK,A,41.611599999999996,37.0389,31.769,110.4195,2.8791,0.2995,3.1786000000000003,SL-SK-A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-SK-B-01,SL,SK,SL-SK,B,01,roy,1,ripe,include,2020-06-09,36.34,31.32,1.16,22.5659,103,0.3969,77.4651,34.506100000000004,34.7422,SL-SK-B-01,SL-SK,B,31.53615,35.9092,10.94825,78.39359999999999,2.9894,0.1624,3.1517999999999997,SL-SK-B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-SK-B-05,SL,SK,SL-SK,B,05,roy,1,ripe,include,2020-09-13,28.67,27.38,1.05,12.8433,71,0.4425,76.2127,36.332,31.3482,SL-SK-B-05,SL-SK,B,26.01775,26.73625,3.5825500000000003,56.336549999999995,4.2148,0.4813,4.6961,SL-SK-B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-SK-C-04,SL,SK,SL-SK,C,04,roy,1,ripe,include,2020-08-14,31.81,30.51,1.04,18.2592,94,0.4129,80.7183,34.9989,30.4938,SL-SK-C-04,SL-SK,C,28.78805,27.989800000000002,1.6338,58.41165,6.1283,0.3445,6.4728,SL-SK-C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL-SK-C-05,SL,SK,SL-SK,C,05,roy,1,ripe,include,2020-09-13,29.61,28.35,1.04,13.9716,77,0.4426,79.0504,41.1805,33.2717,SL-SK-C-05,SL-SK,C,25.4236,26.1484,1.7723,53.344300000000004,3.4649,0.2378,3.7027,SL-SK-C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLC-10-A-01,SLC,10,SLC-10,A,01,roy,1.5,ripe,include,2020-06-23,20.22,17.34,1.17,4.0314,100,0.289,79.2435,36.6898,36.3644,SLC-10-A-01,SLC-10,A,16.5657,19.36065,3.10705,39.0334,4.0682,0.1279,4.1961,SLC-10-A,27,S. lycopersicum var. cerasiforme,SLC,roy,SLC10,SLC-10,LA1425,y,SC,Colombia,Cauca,NA,3.636389,-76.673889,1500,HU,226,327,230,221,1198,38,446,188
SLC-10-A-03,SLC,10,SLC-10,A,03,roy,1.5,ripe,include,2020-07-22,17.82,17.16,1.04,3.1917,29,0.3226,72.5124,33.518,31.9241,SLC-10-A-03,SLC-10,A,12.07995,17.683999999999997,0.93735,30.701299999999996,3.2914,0.3702,3.6616,SLC-10-A,27,S. lycopersicum var. cerasiforme,SLC,roy,SLC10,SLC-10,LA1425,y,SC,Colombia,Cauca,NA,3.636389,-76.673889,1500,HU,226,327,230,221,1198,38,446,188
SLC-10-B-03,SLC,10,SLC-10,B,03,roy,1.5,ripe,include,2020-07-08,20.28,18.1,1.12,3.8992,79,0.2889,68.5404,32.2832,29.9745,SLC-10-B-03,SLC-10,B,9.3507,11.50985,0.4667,21.32725,3.2664,0.1465,3.4129,SLC-10-B,27,S. lycopersicum var. cerasiforme,SLC,roy,SLC10,SLC-10,LA1425,y,SC,Colombia,Cauca,NA,3.636389,-76.673889,1500,HU,226,327,230,221,1198,38,446,188
SLC-10-B-04,SLC,10,SLC-10,B,04,roy,1.5,ripe,include,2020-07-23,19.99,18.18,1.1,3.8812,48,0.3222,78.0298,38.0305,34.892,SLC-10-B-04,SLC-10,B,16.5875,22.0332,2.19035,40.81105,2.5001,0.3273,2.8274000000000004,SLC-10-B,27,S. lycopersicum var. cerasiforme,SLC,roy,SLC10,SLC-10,LA1425,y,SC,Colombia,Cauca,NA,3.636389,-76.673889,1500,HU,226,327,230,221,1198,38,446,188
SLC-10-C-01,SLC,10,SLC-10,C,01,roy,1.5,ripe,include,2020-06-23,19.64,16.6,1.18,3.5902,68,0.289,78.1493,36.9753,36.0023,SLC-10-C-01,SLC-10,C,14.867750000000001,16.5534,0.23515,31.6563,4.7646,0.2856,5.050199999999999,SLC-10-C,27,S. lycopersicum var. cerasiforme,SLC,roy,SLC10,SLC-10,LA1425,y,SC,Colombia,Cauca,NA,3.636389,-76.673889,1500,HU,226,327,230,221,1198,38,446,188
SLC-10-C-04,SLC,10,SLC-10,C,04,roy,1.5,ripe,include,2020-07-23,18.21,16.83,1.08,3.0476,32,0.3228,74.8236,34.1584,34.2648,SLC-10-C-04,SLC-10,C,14.6013,17.069200000000002,0.8767,32.547200000000004,4.2552,-0.0017,4.253500000000001,SLC-10-C,27,S. lycopersicum var. cerasiforme,SLC,roy,SLC10,SLC-10,LA1425,y,SC,Colombia,Cauca,NA,3.636389,-76.673889,1500,HU,226,327,230,221,1198,38,446,188
SLC-B5-A-01,SLC,B5,SLC-B5,A,01,roy,1.5,ripe,include,2020-07-10,23.13,21.2,1.09,6.2508,55,0.3039,71.9008,28.655,31.0431,SLC-B5-A-01,SLC-B5,A,8.4905,9.8096,0.8749,19.175,6.1351,0.6423,6.7774,SLC-B5-A,25,S. lycopersicum var. cerasiforme,SLC,roy,SLC-B5,SLC-B5,BGV006859,y,SC,Ecuador,Pastaza,SLC ECU,-1.723888889,-77.88055556,761,HU,219,386,222,212,4043,13,1162,886
SLC-B5-A-05,SLC,B5,SLC-B5,A,05,roy,1.5,ripe,include,2020-07-17,21.61,19.04,1.13,5.1346,24,0.3536,70.0636,28.15,29.8734,SLC-B5-A-05,SLC-B5,A,17.20685,20.874499999999998,0.98105,39.062400000000004,4.3058,0.4425,4.7482999999999995,SLC-B5-A,25,S. lycopersicum var. cerasiforme,SLC,roy,SLC-B5,SLC-B5,BGV006859,y,SC,Ecuador,Pastaza,SLC ECU,-1.723888889,-77.88055556,761,HU,219,386,222,212,4043,13,1162,886
SLC-B5-B-02,SLC,B5,SLC-B5,B,02,roy,1.5,ripe,include,2020-07-17,24.61,22.83,1.08,7.7684,68,0.32,72.7545,28.3007,30.6994,SLC-B5-B-02,SLC-B5,B,13.6753,15.252600000000001,0.47795,29.40585,6.3545,0.2657,6.6202,SLC-B5-B,25,S. lycopersicum var. cerasiforme,SLC,roy,SLC-B5,SLC-B5,BGV006859,y,SC,Ecuador,Pastaza,SLC ECU,-1.723888889,-77.88055556,761,HU,219,386,222,212,4043,13,1162,886
SLC-B5-B-05,SLC,B5,SLC-B5,B,05,roy,1.5,ripe,include,2020-09-06,25.67,23.52,1.09,8.6302,100,0.2862,72.9632,28.4248,30.4746,SLC-B5-B-05,SLC-B5,B,19.648600000000002,19.82505,0,39.473650000000006,3.5456,0.2668,3.8124,SLC-B5-B,25,S. lycopersicum var. cerasiforme,SLC,roy,SLC-B5,SLC-B5,BGV006859,y,SC,Ecuador,Pastaza,SLC ECU,-1.723888889,-77.88055556,761,HU,219,386,222,212,4043,13,1162,886
SLC-B5-C-01,SLC,B5,SLC-B5,C,01,roy,1.5,ripe,include,2020-06-16,20.95,18.86,1.11,4.6616,80,0.3217,74.2574,29.6244,35.225,SLC-B5-C-01,SLC-B5,C,16.0471,19.170450000000002,3.08345,38.301,8.1729,0.5432,8.7161,SLC-B5-C,25,S. lycopersicum var. cerasiforme,SLC,roy,SLC-B5,SLC-B5,BGV006859,y,SC,Ecuador,Pastaza,SLC ECU,-1.723888889,-77.88055556,761,HU,219,386,222,212,4043,13,1162,886
SLC-B5-C-02,SLC,B5,SLC-B5,C,02,roy,1.5,ripe,include,2020-06-19,19.26,17.87,1.08,3.767,48,0.289,76.7504,30.0677,37.1745,SLC-B5-C-02,SLC-B5,C,13.12135,18.7825,0.61935,32.523199999999996,2.3149,-0.0286,2.2863,SLC-B5-C,25,S. lycopersicum var. cerasiforme,SLC,roy,SLC-B5,SLC-B5,BGV006859,y,SC,Ecuador,Pastaza,SLC ECU,-1.723888889,-77.88055556,761,HU,219,386,222,212,4043,13,1162,886
SLC-B8-A-03,SLC,B8,SLC-B8,A,03,roy,1.5,ripe,include,2020-07-17,23.55,24.58,0.96,7.4818,68,0.3998,69.7924,31.4532,26.2091,SLC-B8-A-03,SLC-B8,A,15.56465,16.9206,2.3173,34.802550000000004,4.7107,0.0202,4.7309,SLC-B8-A,26,S. lycopersicum var. cerasiforme,SLC,roy,SLC-B8,SLC-B8,BGV008189,y,SC,Peru,Huanuco,SLC PER,-9.93387,-76.680762,3864,HU,76,688,82,65,847,60,373,43
SLC-B8-A-05,SLC,B8,SLC-B8,A,05,roy,1.5,ripe,include,2020-07-17,22.24,23.41,0.95,6.3447,62,0.3683,71.4481,33.598,30.6803,SLC-B8-A-05,SLC-B8,A,17.320050000000002,20.890700000000002,4.6342,42.844950000000004,4.5748,1.1856,5.7604,SLC-B8-A,26,S. lycopersicum var. cerasiforme,SLC,roy,SLC-B8,SLC-B8,BGV008189,y,SC,Peru,Huanuco,SLC PER,-9.93387,-76.680762,3864,HU,76,688,82,65,847,60,373,43
SLC-B8-B-04,SLC,B8,SLC-B8,B,04,roy,1.5,ripe,include,2020-07-14,24.06,26.98,0.89,8.7721,91,0.3525,77.0559,41.2086,32.5057,SLC-B8-B-04,SLC-B8,B,18.097450000000002,20.268250000000002,5.10875,43.474450000000004,3.6467,0.1939,3.8406000000000002,SLC-B8-B,26,S. lycopersicum var. cerasiforme,SLC,roy,SLC-B8,SLC-B8,BGV008189,y,SC,Peru,Huanuco,SLC PER,-9.93387,-76.680762,3864,HU,76,688,82,65,847,60,373,43
SLC-B8-B-05,SLC,B8,SLC-B8,B,05,roy,1.5,ripe,include,2020-07-14,21.95,25.4,0.86,7.1955,70,0.3848,70.8161,34.9862,29.0341,SLC-B8-B-05,SLC-B8,B,9.772,9.547699999999999,0.3748,19.694499999999998,5.2858,0.0949,5.3807,SLC-B8-B,26,S. lycopersicum var. cerasiforme,SLC,roy,SLC-B8,SLC-B8,BGV008189,y,SC,Peru,Huanuco,SLC PER,-9.93387,-76.680762,3864,HU,76,688,82,65,847,60,373,43
SLC-B8-C-04,SLC,B8,SLC-B8,C,04,roy,1.5,ripe,include,2020-07-23,23.82,23.28,1.02,7.3489,39,0.3203,76.0147,39.4958,33.6255,SLC-B8-C-04,SLC-B8,C,13.9347,14.908,2.7418,31.584500000000002,4.2696,0.1899,4.459499999999999,SLC-B8-C,26,S. lycopersicum var. cerasiforme,SLC,roy,SLC-B8,SLC-B8,BGV008189,y,SC,Peru,Huanuco,SLC PER,-9.93387,-76.680762,3864,HU,76,688,82,65,847,60,373,43
SLC-B8-C-05,SLC,B8,SLC-B8,C,05,roy,1.5,ripe,include,2020-07-23,28.29,25.52,1.11,11.4331,98,0.3189,76.7444,50.1127,28.8802,SLC-B8-C-05,SLC-B8,C,17.70445,18.91525,9.64615,46.26585,3.8523,0.1885,4.0408,SLC-B8-C,26,S. lycopersicum var. cerasiforme,SLC,roy,SLC-B8,SLC-B8,BGV008189,y,SC,Peru,Huanuco,SLC PER,-9.93387,-76.680762,3864,HU,76,688,82,65,847,60,373,43
SN-02-A-01,SN,02,SN-02,A,01,grn,7,ripe,include,2020-06-23,12.93,12.37,1.05,1.1023,78,0.295117,84.6405,104.7485,16.1166,SN-02-A-01,SN-02,A,2.95695,3.36285,59.3164,65.6362,3.9481,2.3554,6.3035,SN-02-A,33,S. neorickii,SN,grn,SN2,SN-02,LA1626,y,SC,Peru,Ancash,NA,-8.50833,-77.36667,1700,HU,162,711,169,151,655,61,290,36
SN-02-A-06,SN,02,SN-02,A,06,grn,7,ripe,include,2020-07-22,14.47,13.14,1.1,1.4695,100,0.2425,85.1584,98.7697,13.0775,SN-02-A-06,SN-02,A,6.45585,4.7442,102.2456,113.44565,1.7574,1.893,3.6504000000000003,SN-02-A,33,S. neorickii,SN,grn,SN2,SN-02,LA1626,y,SC,Peru,Ancash,NA,-8.50833,-77.36667,1700,HU,162,711,169,151,655,61,290,36
SN-02-B-05,SN,02,SN-02,B,05,grn,7,ripe,include,2020-08-05,13.37,12.09,1.11,1.1267,93,0.2275,93.801,107.0085,16.2549,SN-02-B-05,SN-02,B,2.64525,4.07295,6.78475,13.502949999999998,4.8736,5.9523,10.8259,SN-02-B,33,S. neorickii,SN,grn,SN2,SN-02,LA1626,y,SC,Peru,Ancash,NA,-8.50833,-77.36667,1700,HU,162,711,169,151,655,61,290,36
SN-02-B-06,SN,02,SN-02,B,06,grn,7,ripe,include,2020-08-05,13.88,12.39,1.12,1.3168,104,0.2438,94.6234,107.1104,16.6598,SN-02-B-06,SN-02,B,5.628299999999999,7.491,27.5974,40.7167,1.5429,1.4475,2.9904,SN-02-B,33,S. neorickii,SN,grn,SN2,SN-02,LA1626,y,SC,Peru,Ancash,NA,-8.50833,-77.36667,1700,HU,162,711,169,151,655,61,290,36
SN-02-C-04,SN,02,SN-02,C,04,grn,7,ripe,include,2020-07-10,13.15,12.97,1.01,1.1923,56,0.3586,84.4823,104.4143,16.2468,SN-02-C-04,SN-02,C,2.63855,3.23765,111.62075,117.49695,4.1173,2.8922,7.0095,SN-02-C,33,S. neorickii,SN,grn,SN2,SN-02,LA1626,y,SC,Peru,Ancash,NA,-8.50833,-77.36667,1700,HU,162,711,169,151,655,61,290,36
SN-02-C-05,SN,02,SN-02,C,05,grn,7,ripe,include,2020-07-10,12.42,12.1,1.03,1.0473,30,0.3446,85.6459,102.0135,14.3017,SN-02-C-05,SN-02,C,1.24045,1.7553,53.7686,56.76435,2.2296,1.1259,3.3555,SN-02-C,33,S. neorickii,SN,grn,SN2,SN-02,LA1626,y,SC,Peru,Ancash,NA,-8.50833,-77.36667,1700,HU,162,711,169,151,655,61,290,36
SN-06-A-01,SN,06,SN-06,A,01,grn,7,ripe,include,2020-07-22,13.76,12.1,1.14,1.1885,59,0.2775,84.5863,96.2188,13.3989,SN-06-A-01,SN-06,A,4.3336500000000004,2.7043,62.19145,69.2294,2.1588,1.1004,3.2592,SN-06-A,34,S. neorickii,SN,grn,SN6,SN-06,LA2133,y,SC,Ecuador,Azuay,NA,-3.4,-79.18333,1980,HU,134,419,138,127,587,51,255,59
SN-06-A-03,SN,06,SN-06,A,03,grn,7,ripe,include,2020-07-22,14.55,13.14,1.11,1.4699,89,0.2765,81.4354,95.2455,16.7064,SN-06-A-03,SN-06,A,6.08935,5.2074,52.4024,63.69915,2.3046,1.6288,3.9334000000000002,SN-06-A,34,S. neorickii,SN,grn,SN6,SN-06,LA2133,y,SC,Ecuador,Azuay,NA,-3.4,-79.18333,1980,HU,134,419,138,127,587,51,255,59
SN-06-B-04,SN,06,SN-06,B,04,grn,7,ripe,include,2020-08-13,13.57,11.97,1.13,1.1884,72,0.2944,84.7861,98.4837,14.6227,SN-06-B-04,SN-06,B,7.52045,6.62795,35.92245,50.07085,2.724,1.4842,4.2082,SN-06-B,34,S. neorickii,SN,grn,SN6,SN-06,LA2133,y,SC,Ecuador,Azuay,NA,-3.4,-79.18333,1980,HU,134,419,138,127,587,51,255,59
SN-06-B-06,SN,06,SN-06,B,06,grn,7,ripe,include,2020-09-05,12.46,11.22,1.11,0.9939,84,0.3283,77.1561,100.8348,11.9829,SN-06-B-06,SN-06,B,1.2424,0.8513,2.01515,4.10885,5.5943,1.7929,7.3872,SN-06-B,34,S. neorickii,SN,grn,SN6,SN-06,LA2133,y,SC,Ecuador,Azuay,NA,-3.4,-79.18333,1980,HU,134,419,138,127,587,51,255,59
